M, P, Q, R, S, OC, INC, INH_, INW_, KH, KW, strideH, strideW, padL, padR, padU, padD, mode, latency(cycles)
32,64,16,16,8,1280,1024,7,7,3,3,2,2,1,1,1,1,sta,130374
32,64,16,16,8,1280,1024,7,7,3,3,2,2,1,1,1,1,dyn,187868
32,64,16,16,8,1024,1280,4,4,1,1,1,1,0,0,0,0,sta,14722
32,64,16,16,8,1024,1280,4,4,1,1,1,1,0,0,0,0,dyn,21087
32,96,16,16,8,64,8,224,224,3,3,2,2,1,1,1,1,sta,7102
32,96,16,16,8,64,8,224,224,3,3,2,2,1,1,1,1,dyn,7102
32,96,16,16,8,64,32,112,112,3,3,2,2,1,1,1,1,sta,7033
32,96,16,16,8,64,32,112,112,3,3,2,2,1,1,1,1,dyn,7034
32,96,16,16,8,64,32,56,56,1,1,1,1,0,0,0,0,sta,1883
32,96,16,16,8,64,32,56,56,1,1,1,1,0,0,0,0,dyn,1883
32,96,16,16,8,64,192,56,56,1,1,1,1,0,0,0,0,sta,5101
32,96,16,16,8,64,192,56,56,1,1,1,1,0,0,0,0,dyn,5101
32,96,16,16,8,128,256,56,56,1,1,1,1,0,0,0,0,sta,12255
32,96,16,16,8,128,256,56,56,1,1,1,1,0,0,0,0,dyn,12316
32,96,16,16,8,192,128,56,56,3,3,2,2,1,1,1,1,sta,22286
32,96,16,16,8,192,128,56,56,3,3,2,2,1,1,1,1,dyn,23279
32,96,16,16,8,192,144,28,28,1,1,1,1,0,0,0,0,sta,3069
32,96,16,16,8,192,144,28,28,1,1,1,1,0,0,0,0,dyn,3113
32,96,16,16,8,128,144,28,28,3,3,1,1,1,1,1,1,sta,16791
32,96,16,16,8,128,144,28,28,3,3,1,1,1,1,1,1,dyn,17544
32,96,16,16,8,192,72,28,28,1,1,1,1,0,0,0,0,sta,1697
32,96,16,16,8,192,72,28,28,1,1,1,1,0,0,0,0,dyn,1697
32,96,16,16,8,192,432,28,28,1,1,1,1,0,0,0,0,sta,8570
32,96,16,16,8,192,432,28,28,1,1,1,1,0,0,0,0,dyn,8899
32,96,16,16,8,192,144,28,28,3,3,1,1,1,1,1,1,sta,25025
32,96,16,16,8,192,144,28,28,3,3,1,1,1,1,1,1,dyn,26156
32,96,16,16,8,320,576,28,28,1,1,1,1,0,0,0,0,sta,18639
32,96,16,16,8,320,576,28,28,1,1,1,1,0,0,0,0,dyn,19451
32,96,16,16,8,320,288,28,28,3,3,2,2,1,1,1,1,sta,27777
32,96,16,16,8,320,288,28,28,3,3,2,2,1,1,1,1,dyn,31741
32,96,16,16,8,320,304,14,14,1,1,1,1,0,0,0,0,sta,3550
32,96,16,16,8,320,304,14,14,1,1,1,1,0,0,0,0,dyn,3936
32,96,16,16,8,192,304,14,14,3,3,1,1,1,1,1,1,sta,17707
32,96,16,16,8,192,304,14,14,3,3,1,1,1,1,1,1,dyn,20174
32,96,16,16,8,320,152,14,14,1,1,1,1,0,0,0,0,sta,1934
32,96,16,16,8,320,152,14,14,1,1,1,1,0,0,0,0,dyn,2074
32,96,16,16,8,320,912,14,14,1,1,1,1,0,0,0,0,sta,10014
32,96,16,16,8,320,912,14,14,1,1,1,1,0,0,0,0,dyn,11308
32,96,16,16,8,320,304,14,14,3,3,1,1,1,1,1,1,sta,29294
32,96,16,16,8,320,304,14,14,3,3,1,1,1,1,1,1,dyn,33480
32,96,16,16,8,512,1216,14,14,1,1,1,1,0,0,0,0,sta,20971
32,96,16,16,8,512,1216,14,14,1,1,1,1,0,0,0,0,dyn,23884
32,96,16,16,8,960,480,14,14,3,3,2,2,1,1,1,1,sta,46066
32,96,16,16,8,960,480,14,14,3,3,2,2,1,1,1,1,dyn,66206
32,96,16,16,8,1024,960,7,7,3,3,1,1,1,1,1,1,sta,97906
32,96,16,16,8,1024,960,7,7,3,3,1,1,1,1,1,1,dyn,141061
32,96,16,16,8,1280,1024,7,7,3,3,2,2,1,1,1,1,sta,130433
32,96,16,16,8,1280,1024,7,7,3,3,2,2,1,1,1,1,dyn,187905
32,96,16,16,8,1024,1280,4,4,1,1,1,1,0,0,0,0,sta,14781
32,96,16,16,8,1024,1280,4,4,1,1,1,1,0,0,0,0,dyn,21100
64,64,16,16,8,128,8,224,224,3,3,2,2,1,1,1,1,sta,12819
64,64,16,16,8,128,8,224,224,3,3,2,2,1,1,1,1,dyn,12861
64,64,16,16,8,128,32,112,112,3,3,2,2,1,1,1,1,sta,10250
64,64,16,16,8,128,32,112,112,3,3,2,2,1,1,1,1,dyn,10572
64,64,16,16,8,128,192,56,56,1,1,1,1,0,0,0,0,sta,6930
64,64,16,16,8,128,192,56,56,1,1,1,1,0,0,0,0,dyn,7126
64,64,16,16,8,256,128,56,56,3,3,2,2,1,1,1,1,sta,21431
64,64,16,16,8,256,128,56,56,3,3,2,2,1,1,1,1,dyn,24512
64,64,16,16,8,256,144,28,28,1,1,1,1,0,0,0,0,sta,2931
64,64,16,16,8,256,144,28,28,1,1,1,1,0,0,0,0,dyn,3252
64,64,16,16,8,128,144,28,28,3,3,1,1,1,1,1,1,sta,12181
64,64,16,16,8,128,144,28,28,3,3,1,1,1,1,1,1,dyn,13884
64,64,16,16,8,256,72,28,28,1,1,1,1,0,0,0,0,sta,1940
64,64,16,16,8,256,72,28,28,1,1,1,1,0,0,0,0,dyn,2061
64,64,16,16,8,256,432,28,28,1,1,1,1,0,0,0,0,sta,8217
64,64,16,16,8,256,432,28,28,1,1,1,1,0,0,0,0,dyn,9284
64,64,16,16,8,256,144,28,28,3,3,1,1,1,1,1,1,sta,24074
64,64,16,16,8,256,144,28,28,3,3,1,1,1,1,1,1,dyn,27490
64,64,16,16,8,384,576,28,28,1,1,1,1,0,0,0,0,sta,16146
64,64,16,16,8,384,576,28,28,1,1,1,1,0,0,0,0,dyn,18398
64,64,16,16,8,384,288,28,28,3,3,2,2,1,1,1,1,sta,22245
64,64,16,16,8,384,288,28,28,3,3,2,2,1,1,1,1,dyn,32540
64,64,16,16,8,384,304,14,14,1,1,1,1,0,0,0,0,sta,2864
64,64,16,16,8,384,304,14,14,1,1,1,1,0,0,0,0,dyn,4056
64,64,16,16,8,256,304,14,14,3,3,1,1,1,1,1,1,sta,15739
64,64,16,16,8,256,304,14,14,3,3,1,1,1,1,1,1,dyn,23013
64,64,16,16,8,384,152,14,14,1,1,1,1,0,0,0,0,sta,1576
64,64,16,16,8,384,152,14,14,1,1,1,1,0,0,0,0,dyn,2146
64,64,16,16,8,384,912,14,14,1,1,1,1,0,0,0,0,sta,8014
64,64,16,16,8,384,912,14,14,1,1,1,1,0,0,0,0,dyn,11603
64,64,16,16,8,384,304,14,14,3,3,1,1,1,1,1,1,sta,23464
64,64,16,16,8,384,304,14,14,3,3,1,1,1,1,1,1,dyn,34305
64,64,16,16,8,512,1216,14,14,1,1,1,1,0,0,0,0,sta,14022
64,64,16,16,8,512,1216,14,14,1,1,1,1,0,0,0,0,dyn,20452
64,64,16,16,8,1024,480,14,14,3,3,2,2,1,1,1,1,sta,24684
64,64,16,16,8,1024,480,14,14,3,3,2,2,1,1,1,1,dyn,70610
64,64,16,16,8,1024,960,7,7,3,3,1,1,1,1,1,1,sta,49079
64,64,16,16,8,1024,960,7,7,3,3,1,1,1,1,1,1,dyn,140962
64,64,16,16,8,1280,1024,7,7,3,3,2,2,1,1,1,1,sta,65343
64,64,16,16,8,1280,1024,7,7,3,3,2,2,1,1,1,1,dyn,187879
64,64,16,16,8,1024,1280,4,4,1,1,1,1,0,0,0,0,sta,7517
64,64,16,16,8,1024,1280,4,4,1,1,1,1,0,0,0,0,dyn,21106
32,32,16,16,8,128,128,56,56,3,3,2,2,1,1,1,1,sta,44366
32,32,16,16,8,128,128,56,56,3,3,2,2,1,1,1,1,dyn,44917
32,32,16,16,8,128,128,28,28,1,1,1,1,0,0,0,0,sta,5104
32,32,16,16,8,128,128,28,28,1,1,1,1,0,0,0,0,dyn,5227
32,32,16,16,8,64,128,28,28,3,3,1,1,1,1,1,1,sta,22284
32,32,16,16,8,64,128,28,28,3,3,1,1,1,1,1,1,dyn,22533
32,32,16,16,8,128,64,28,28,1,1,1,1,0,0,0,0,sta,2651
32,32,16,16,8,128,64,28,28,1,1,1,1,0,0,0,0,dyn,2665
32,32,16,16,8,128,384,28,28,1,1,1,1,0,0,0,0,sta,14926
32,32,16,16,8,128,384,28,28,1,1,1,1,0,0,0,0,dyn,15133
32,32,16,16,8,320,512,28,28,1,1,1,1,0,0,0,0,sta,49265
32,32,16,16,8,320,512,28,28,1,1,1,1,0,0,0,0,dyn,49916
32,32,16,16,8,320,288,14,14,1,1,1,1,0,0,0,0,sta,7931
32,32,16,16,8,320,288,14,14,1,1,1,1,0,0,0,0,dyn,8281
32,32,16,16,8,192,288,14,14,3,3,1,1,1,1,1,1,sta,41930
32,32,16,16,8,192,288,14,14,3,3,1,1,1,1,1,1,dyn,43869
32,32,16,16,8,320,144,14,14,1,1,1,1,0,0,0,0,sta,4065
32,32,16,16,8,320,144,14,14,1,1,1,1,0,0,0,0,dyn,4296
32,32,16,16,8,320,864,14,14,1,1,1,1,0,0,0,0,sta,23382
32,32,16,16,8,320,864,14,14,1,1,1,1,0,0,0,0,dyn,24442
32,32,16,16,8,320,288,14,14,3,3,1,1,1,1,1,1,sta,69757
32,32,16,16,8,320,288,14,14,3,3,1,1,1,1,1,1,dyn,72972
32,32,16,16,8,320,1152,14,14,1,1,1,1,0,0,0,0,sta,31117
32,32,16,16,8,320,1152,14,14,1,1,1,1,0,0,0,0,dyn,32538
32,32,16,16,8,448,1152,14,14,1,1,1,1,0,0,0,0,sta,43485
32,32,16,16,8,448,1152,14,14,1,1,1,1,0,0,0,0,dyn,45480
32,32,16,16,8,768,416,14,14,3,3,2,2,1,1,1,1,sta,69109
32,32,16,16,8,768,416,14,14,3,3,2,2,1,1,1,1,dyn,80370
32,32,16,16,8,1024,760,7,7,3,3,1,1,1,1,1,1,sta,168033
32,32,16,16,8,1024,760,7,7,3,3,1,1,1,1,1,1,dyn,195514
32,32,16,16,8,1024,1024,7,7,3,3,2,2,1,1,1,1,sta,113264
32,32,16,16,8,1024,1024,7,7,3,3,2,2,1,1,1,1,dyn,150317
32,32,16,16,8,1280,1024,4,4,1,1,1,1,0,0,0,0,sta,15914
32,32,16,16,8,1280,1024,4,4,1,1,1,1,0,0,0,0,dyn,21054
32,64,16,16,8,128,128,56,56,3,3,2,2,1,1,1,1,sta,21408
32,64,16,16,8,128,128,56,56,3,3,2,2,1,1,1,1,dyn,22066
32,64,16,16,8,128,128,28,28,1,1,1,1,0,0,0,0,sta,2615
32,64,16,16,8,128,128,28,28,1,1,1,1,0,0,0,0,dyn,2637
32,64,16,16,8,64,128,28,28,3,3,1,1,1,1,1,1,sta,10837
32,64,16,16,8,64,128,28,28,3,3,1,1,1,1,1,1,dyn,11124
32,64,16,16,8,128,64,28,28,1,1,1,1,0,0,0,0,sta,1440
32,64,16,16,8,128,64,28,28,1,1,1,1,0,0,0,0,dyn,1440
32,64,16,16,8,128,384,28,28,1,1,1,1,0,0,0,0,sta,7313
32,64,16,16,8,128,384,28,28,1,1,1,1,0,0,0,0,dyn,7486
32,64,16,16,8,320,512,28,28,1,1,1,1,0,0,0,0,sta,23757
32,64,16,16,8,320,512,28,28,1,1,1,1,0,0,0,0,dyn,24527
32,64,16,16,8,320,288,14,14,1,1,1,1,0,0,0,0,sta,4332
32,64,16,16,8,320,288,14,14,1,1,1,1,0,0,0,0,dyn,4735
32,64,16,16,8,192,288,14,14,3,3,1,1,1,1,1,1,sta,22221
32,64,16,16,8,192,288,14,14,3,3,1,1,1,1,1,1,dyn,24592
32,64,16,16,8,320,144,14,14,1,1,1,1,0,0,0,0,sta,2299
32,64,16,16,8,320,144,14,14,1,1,1,1,0,0,0,0,dyn,2490
32,64,16,16,8,320,864,14,14,1,1,1,1,0,0,0,0,sta,12464
32,64,16,16,8,320,864,14,14,1,1,1,1,0,0,0,0,dyn,13749
32,64,16,16,8,320,288,14,14,3,3,1,1,1,1,1,1,sta,36858
32,64,16,16,8,320,288,14,14,3,3,1,1,1,1,1,1,dyn,40891
32,64,16,16,8,320,1152,14,14,1,1,1,1,0,0,0,0,sta,16529
32,64,16,16,8,320,1152,14,14,1,1,1,1,0,0,0,0,dyn,18272
32,64,16,16,8,448,1152,14,14,1,1,1,1,0,0,0,0,sta,23034
32,64,16,16,8,448,1152,14,14,1,1,1,1,0,0,0,0,dyn,25484
32,64,16,16,8,768,416,14,14,3,3,2,2,1,1,1,1,sta,31980
32,64,16,16,8,768,416,14,14,3,3,2,2,1,1,1,1,dyn,45938
32,64,16,16,8,1024,760,7,7,3,3,1,1,1,1,1,1,sta,77518
32,64,16,16,8,1024,760,7,7,3,3,1,1,1,1,1,1,dyn,111637
32,64,16,16,8,1024,1024,7,7,3,3,2,2,1,1,1,1,sta,104352
32,64,16,16,8,1024,1024,7,7,3,3,2,2,1,1,1,1,dyn,150341
32,64,16,16,8,1280,1024,4,4,1,1,1,1,0,0,0,0,sta,14722
32,64,16,16,8,1280,1024,4,4,1,1,1,1,0,0,0,0,dyn,21045
32,96,16,16,8,128,128,56,56,3,3,2,2,1,1,1,1,sta,14968
32,96,16,16,8,128,128,56,56,3,3,2,2,1,1,1,1,dyn,15588
32,96,16,16,8,128,128,28,28,1,1,1,1,0,0,0,0,sta,1951
32,96,16,16,8,128,128,28,28,1,1,1,1,0,0,0,0,dyn,1951
32,96,16,16,8,64,128,28,28,3,3,1,1,1,1,1,1,sta,7644
32,96,16,16,8,64,128,28,28,3,3,1,1,1,1,1,1,dyn,7898
32,96,16,16,8,128,64,28,28,1,1,1,1,0,0,0,0,sta,1186
32,96,16,16,8,128,64,28,28,1,1,1,1,0,0,0,0,dyn,1186
32,96,16,16,8,128,384,28,28,1,1,1,1,0,0,0,0,sta,5214
32,96,16,16,8,128,384,28,28,1,1,1,1,0,0,0,0,dyn,5345
32,96,16,16,8,320,512,28,28,1,1,1,1,0,0,0,0,sta,16604
32,96,16,16,8,320,512,28,28,1,1,1,1,0,0,0,0,dyn,17325
32,96,16,16,8,320,288,14,14,1,1,1,1,0,0,0,0,sta,3379
32,96,16,16,8,320,288,14,14,1,1,1,1,0,0,0,0,dyn,3714
32,96,16,16,8,192,288,14,14,3,3,1,1,1,1,1,1,sta,16791
32,96,16,16,8,192,288,14,14,3,3,1,1,1,1,1,1,dyn,19131
32,96,16,16,8,320,144,14,14,1,1,1,1,0,0,0,0,sta,1850
32,96,16,16,8,320,144,14,14,1,1,1,1,0,0,0,0,dyn,2050
32,96,16,16,8,320,864,14,14,1,1,1,1,0,0,0,0,sta,9504
32,96,16,16,8,320,864,14,14,1,1,1,1,0,0,0,0,dyn,10728
32,96,16,16,8,320,288,14,14,3,3,1,1,1,1,1,1,sta,27769
32,96,16,16,8,320,288,14,14,3,3,1,1,1,1,1,1,dyn,31746
32,96,16,16,8,320,1152,14,14,1,1,1,1,0,0,0,0,sta,12566
32,96,16,16,8,320,1152,14,14,1,1,1,1,0,0,0,0,dyn,14266
32,96,16,16,8,448,1152,14,14,1,1,1,1,0,0,0,0,sta,17445
32,96,16,16,8,448,1152,14,14,1,1,1,1,0,0,0,0,dyn,19829
32,96,16,16,8,768,416,14,14,3,3,2,2,1,1,1,1,sta,32039
32,96,16,16,8,768,416,14,14,3,3,2,2,1,1,1,1,dyn,45965
32,96,16,16,8,1024,760,7,7,3,3,1,1,1,1,1,1,sta,77576
32,96,16,16,8,1024,760,7,7,3,3,1,1,1,1,1,1,dyn,111659
32,96,16,16,8,1024,1024,7,7,3,3,2,2,1,1,1,1,sta,104411
32,96,16,16,8,1024,1024,7,7,3,3,2,2,1,1,1,1,dyn,150371
32,96,16,16,8,1280,1024,4,4,1,1,1,1,0,0,0,0,sta,14781
32,96,16,16,8,1280,1024,4,4,1,1,1,1,0,0,0,0,dyn,21074
64,64,16,16,8,128,128,56,56,3,3,2,2,1,1,1,1,sta,10860
64,64,16,16,8,128,128,56,56,3,3,2,2,1,1,1,1,dyn,12335
64,64,16,16,8,128,128,28,28,1,1,1,1,0,0,0,0,sta,1463
64,64,16,16,8,128,128,28,28,1,1,1,1,0,0,0,0,dyn,1576
64,64,16,16,8,128,64,28,28,1,1,1,1,0,0,0,0,sta,1102
64,64,16,16,8,128,64,28,28,1,1,1,1,0,0,0,0,dyn,1133
64,64,16,16,8,128,384,28,28,1,1,1,1,0,0,0,0,sta,3812
64,64,16,16,8,128,384,28,28,1,1,1,1,0,0,0,0,dyn,4341
64,64,16,16,8,384,512,28,28,1,1,1,1,0,0,0,0,sta,14384
64,64,16,16,8,384,512,28,28,1,1,1,1,0,0,0,0,dyn,16395
64,64,16,16,8,384,288,14,14,1,1,1,1,0,0,0,0,sta,2728
64,64,16,16,8,384,288,14,14,1,1,1,1,0,0,0,0,dyn,3828
64,64,16,16,8,256,288,14,14,3,3,1,1,1,1,1,1,sta,14926
64,64,16,16,8,256,288,14,14,3,3,1,1,1,1,1,1,dyn,21750
64,64,16,16,8,384,144,14,14,1,1,1,1,0,0,0,0,sta,1509
64,64,16,16,8,384,144,14,14,1,1,1,1,0,0,0,0,dyn,2065
64,64,16,16,8,384,864,14,14,1,1,1,1,0,0,0,0,sta,7607
64,64,16,16,8,384,864,14,14,1,1,1,1,0,0,0,0,dyn,11021
64,64,16,16,8,384,288,14,14,3,3,1,1,1,1,1,1,sta,22244
64,64,16,16,8,384,288,14,14,3,3,1,1,1,1,1,1,dyn,32530
64,64,16,16,8,384,1152,14,14,1,1,1,1,0,0,0,0,sta,10047
64,64,16,16,8,384,1152,14,14,1,1,1,1,0,0,0,0,dyn,14567
64,64,16,16,8,512,1152,14,14,1,1,1,1,0,0,0,0,sta,13300
64,64,16,16,8,512,1152,14,14,1,1,1,1,0,0,0,0,dyn,19393
64,64,16,16,8,768,416,14,14,3,3,2,2,1,1,1,1,sta,16146
64,64,16,16,8,768,416,14,14,3,3,2,2,1,1,1,1,dyn,45960
64,64,16,16,8,1024,760,7,7,3,3,1,1,1,1,1,1,sta,38914
64,64,16,16,8,1024,760,7,7,3,3,1,1,1,1,1,1,dyn,111648
64,64,16,16,8,1024,1024,7,7,3,3,2,2,1,1,1,1,sta,52332
64,64,16,16,8,1024,1024,7,7,3,3,2,2,1,1,1,1,dyn,150359
64,64,16,16,8,1280,1024,4,4,1,1,1,1,0,0,0,0,sta,7517
64,64,16,16,8,1280,1024,4,4,1,1,1,1,0,0,0,0,dyn,21099
32,32,16,16,8,128,8,224,224,7,7,2,2,0,0,0,0,sta,223827
32,32,16,16,8,128,8,224,224,7,7,2,2,0,0,0,0,dyn,224065
32,32,16,16,8,64,96,54,54,1,1,1,1,0,0,0,0,sta,6975
32,32,16,16,8,64,96,54,54,1,1,1,1,0,0,0,0,dyn,6978
32,32,16,16,8,64,32,54,54,1,1,1,1,0,0,0,0,sta,3137
32,32,16,16,8,64,32,54,54,1,1,1,1,0,0,0,0,dyn,3213
32,32,16,16,8,64,16,54,54,3,3,1,1,1,1,1,1,sta,10355
32,32,16,16,8,64,16,54,54,3,3,1,1,1,1,1,1,dyn,10370
32,32,16,16,8,64,192,54,54,1,1,1,1,0,0,0,0,sta,13742
32,32,16,16,8,64,192,54,54,1,1,1,1,0,0,0,0,dyn,13770
32,32,16,16,8,128,32,54,54,1,1,1,1,0,0,0,0,sta,6081
32,32,16,16,8,128,32,54,54,1,1,1,1,0,0,0,0,dyn,6081
32,32,16,16,8,128,32,54,54,3,3,1,1,1,1,1,1,sta,40833
32,32,16,16,8,128,32,54,54,3,3,1,1,1,1,1,1,dyn,40949
32,32,16,16,8,64,384,27,27,1,1,1,1,0,0,0,0,sta,6972
32,32,16,16,8,64,384,27,27,1,1,1,1,0,0,0,0,dyn,7086
32,32,16,16,8,128,32,27,27,1,1,1,1,0,0,0,0,sta,1665
32,32,16,16,8,128,32,27,27,1,1,1,1,0,0,0,0,dyn,1665
32,32,16,16,8,128,32,27,27,3,3,1,1,1,1,1,1,sta,10355
32,32,16,16,8,128,32,27,27,3,3,1,1,1,1,1,1,dyn,10470
32,32,16,16,8,192,48,27,27,1,1,1,1,0,0,0,0,sta,2739
32,32,16,16,8,192,48,27,27,1,1,1,1,0,0,0,0,dyn,2754
32,32,16,16,8,192,48,27,27,3,3,1,1,1,1,1,1,sta,23060
32,32,16,16,8,192,48,27,27,3,3,1,1,1,1,1,1,dyn,23374
32,32,16,16,8,64,576,27,27,1,1,1,1,0,0,0,0,sta,10357
32,32,16,16,8,64,576,27,27,1,1,1,1,0,0,0,0,dyn,10468
32,32,16,16,8,256,64,27,27,1,1,1,1,0,0,0,0,sta,4715
32,32,16,16,8,256,64,27,27,1,1,1,1,0,0,0,0,dyn,4755
32,32,16,16,8,256,64,27,27,3,3,1,1,1,1,1,1,sta,40834
32,32,16,16,8,256,64,27,27,3,3,1,1,1,1,1,1,dyn,41386
32,32,16,16,8,64,768,13,13,1,1,1,1,0,0,0,0,sta,3733
32,32,16,16,8,64,768,13,13,1,1,1,1,0,0,0,0,dyn,3926
32,32,16,16,8,256,64,13,13,1,1,1,1,0,0,0,0,sta,1377
32,32,16,16,8,256,64,13,13,1,1,1,1,0,0,0,0,dyn,1417
32,32,16,16,8,256,64,13,13,3,3,1,1,1,1,1,1,sta,10805
32,32,16,16,8,256,64,13,13,3,3,1,1,1,1,1,1,dyn,11353
32,32,16,16,8,1024,768,13,13,1,1,1,1,0,0,0,0,sta,56733
32,32,16,16,8,1024,768,13,13,1,1,1,1,0,0,0,0,dyn,59787
32,64,16,16,8,128,8,224,224,7,7,2,2,0,0,0,0,sta,103200
32,64,16,16,8,128,8,224,224,7,7,2,2,0,0,0,0,dyn,103379
32,64,16,16,8,64,96,54,54,1,1,1,1,0,0,0,0,sta,3383
32,64,16,16,8,64,96,54,54,1,1,1,1,0,0,0,0,dyn,3383
32,64,16,16,8,64,32,54,54,1,1,1,1,0,0,0,0,sta,1728
32,64,16,16,8,64,32,54,54,1,1,1,1,0,0,0,0,dyn,1728
32,64,16,16,8,64,16,54,54,3,3,1,1,1,1,1,1,sta,4941
32,64,16,16,8,64,16,54,54,3,3,1,1,1,1,1,1,dyn,4941
32,64,16,16,8,64,192,54,54,1,1,1,1,0,0,0,0,sta,6500
32,64,16,16,8,64,192,54,54,1,1,1,1,0,0,0,0,dyn,6502
32,64,16,16,8,128,32,54,54,1,1,1,1,0,0,0,0,sta,3200
32,64,16,16,8,128,32,54,54,1,1,1,1,0,0,0,0,dyn,3200
32,64,16,16,8,128,32,54,54,3,3,1,1,1,1,1,1,sta,18968
32,64,16,16,8,128,32,54,54,3,3,1,1,1,1,1,1,dyn,19085
32,64,16,16,8,64,384,27,27,1,1,1,1,0,0,0,0,sta,3518
32,64,16,16,8,64,384,27,27,1,1,1,1,0,0,0,0,dyn,3646
32,64,16,16,8,128,32,27,27,1,1,1,1,0,0,0,0,sta,1024
32,64,16,16,8,128,32,27,27,1,1,1,1,0,0,0,0,dyn,1024
32,64,16,16,8,128,32,27,27,3,3,1,1,1,1,1,1,sta,5145
32,64,16,16,8,128,32,27,27,3,3,1,1,1,1,1,1,dyn,5304
32,64,16,16,8,192,48,27,27,1,1,1,1,0,0,0,0,sta,1485
32,64,16,16,8,192,48,27,27,1,1,1,1,0,0,0,0,dyn,1485
32,64,16,16,8,192,48,27,27,3,3,1,1,1,1,1,1,sta,11243
32,64,16,16,8,192,48,27,27,3,3,1,1,1,1,1,1,dyn,11603
32,64,16,16,8,64,576,27,27,1,1,1,1,0,0,0,0,sta,5145
32,64,16,16,8,64,576,27,27,1,1,1,1,0,0,0,0,dyn,5261
32,64,16,16,8,256,64,27,27,1,1,1,1,0,0,0,0,sta,2434
32,64,16,16,8,256,64,27,27,1,1,1,1,0,0,0,0,dyn,2455
32,64,16,16,8,256,64,27,27,3,3,1,1,1,1,1,1,sta,19782
32,64,16,16,8,256,64,27,27,3,3,1,1,1,1,1,1,dyn,20440
32,64,16,16,8,64,768,13,13,1,1,1,1,0,0,0,0,sta,1892
32,64,16,16,8,64,768,13,13,1,1,1,1,0,0,0,0,dyn,2065
32,64,16,16,8,256,64,13,13,1,1,1,1,0,0,0,0,sta,808
32,64,16,16,8,256,64,13,13,1,1,1,1,0,0,0,0,dyn,895
32,64,16,16,8,256,64,13,13,3,3,1,1,1,1,1,1,sta,5145
32,64,16,16,8,256,64,13,13,3,3,1,1,1,1,1,1,dyn,5801
32,64,16,16,8,1024,768,13,13,1,1,1,1,0,0,0,0,sta,26287
32,64,16,16,8,1024,768,13,13,1,1,1,1,0,0,0,0,dyn,30054
32,96,16,16,8,128,8,224,224,7,7,2,2,0,0,0,0,sta,68947
32,96,16,16,8,128,8,224,224,7,7,2,2,0,0,0,0,dyn,69128
32,96,16,16,8,64,96,54,54,1,1,1,1,0,0,0,0,sta,2584
32,96,16,16,8,64,96,54,54,1,1,1,1,0,0,0,0,dyn,2583
32,96,16,16,8,64,32,54,54,1,1,1,1,0,0,0,0,sta,1787
32,96,16,16,8,64,32,54,54,1,1,1,1,0,0,0,0,dyn,1787
32,96,16,16,8,64,16,54,54,3,3,1,1,1,1,1,1,sta,3476
32,96,16,16,8,64,16,54,54,3,3,1,1,1,1,1,1,dyn,3476
32,96,16,16,8,64,192,54,54,1,1,1,1,0,0,0,0,sta,4811
32,96,16,16,8,64,192,54,54,1,1,1,1,0,0,0,0,dyn,4811
32,96,16,16,8,128,32,54,54,1,1,1,1,0,0,0,0,sta,3275
32,96,16,16,8,128,32,54,54,1,1,1,1,0,0,0,0,dyn,3275
32,96,16,16,8,128,32,54,54,3,3,1,1,1,1,1,1,sta,12929
32,96,16,16,8,128,32,54,54,3,3,1,1,1,1,1,1,dyn,13014
32,96,16,16,8,64,384,27,27,1,1,1,1,0,0,0,0,sta,2620
32,96,16,16,8,64,384,27,27,1,1,1,1,0,0,0,0,dyn,2620
32,96,16,16,8,128,32,27,27,1,1,1,1,0,0,0,0,sta,1067
32,96,16,16,8,128,32,27,27,1,1,1,1,0,0,0,0,dyn,1067
32,96,16,16,8,128,32,27,27,3,3,1,1,1,1,1,1,sta,3577
32,96,16,16,8,128,32,27,27,3,3,1,1,1,1,1,1,dyn,3696
32,96,16,16,8,192,48,27,27,1,1,1,1,0,0,0,0,sta,1463
32,96,16,16,8,192,48,27,27,1,1,1,1,0,0,0,0,dyn,1463
32,96,16,16,8,192,48,27,27,3,3,1,1,1,1,1,1,sta,7643
32,96,16,16,8,192,48,27,27,3,3,1,1,1,1,1,1,dyn,7940
32,96,16,16,8,64,576,27,27,1,1,1,1,0,0,0,0,sta,3763
32,96,16,16,8,64,576,27,27,1,1,1,1,0,0,0,0,dyn,3763
32,96,16,16,8,256,64,27,27,1,1,1,1,0,0,0,0,sta,1858
32,96,16,16,8,256,64,27,27,1,1,1,1,0,0,0,0,dyn,1858
32,96,16,16,8,256,64,27,27,3,3,1,1,1,1,1,1,sta,13336
32,96,16,16,8,256,64,27,27,3,3,1,1,1,1,1,1,dyn,14022
32,96,16,16,8,64,768,13,13,1,1,1,1,0,0,0,0,sta,1445
32,96,16,16,8,64,768,13,13,1,1,1,1,0,0,0,0,dyn,1550
32,96,16,16,8,256,64,13,13,1,1,1,1,0,0,0,0,sta,706
32,96,16,16,8,256,64,13,13,1,1,1,1,0,0,0,0,dyn,706
32,96,16,16,8,256,64,13,13,3,3,1,1,1,1,1,1,sta,3577
32,96,16,16,8,256,64,13,13,3,3,1,1,1,1,1,1,dyn,4205
32,96,16,16,8,1024,768,13,13,1,1,1,1,0,0,0,0,sta,17699
32,96,16,16,8,1024,768,13,13,1,1,1,1,0,0,0,0,dyn,21405
64,64,16,16,8,128,8,224,224,7,7,2,2,0,0,0,0,sta,51756
