ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
123,Conv,19387,77548,0.08,0.94,231211008,231.21,2981.52,51.38
124,Conv,8749,34996,0.03,0.43,102760448,102.76,2936.35,50.60
125,Add,3360,13440,0.01,0.16,0,0,0,0
126,Conv,8749,34996,0.03,0.43,102760448,102.76,2936.35,50.60
127,Conv,19352,77408,0.08,0.94,231211008,231.21,2986.91,51.47
128,Conv,8743,34972,0.03,0.43,102760448,102.76,2938.36,50.64
129,Add,3360,13440,0.01,0.16,0,0,0,0
130,Conv,8762,35048,0.04,0.43,102760448,102.76,2931.99,50.53
131,Conv,19384,77536,0.08,0.94,231211008,231.21,2981.98,51.39
132,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
133,Add,3360,13440,0.01,0.16,0,0,0,0
134,Conv,8744,34976,0.03,0.43,102760448,102.76,2938.03,50.63
135,Conv,19427,77708,0.08,0.95,231211008,231.21,2975.38,51.28
136,Conv,8743,34972,0.03,0.43,102760448,102.76,2938.36,50.64
137,Add,3360,13440,0.01,0.16,0,0,0,0
138,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
139,Conv,19388,77552,0.08,0.94,231211008,231.21,2981.37,51.38
140,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
141,Add,3360,13440,0.01,0.16,0,0,0,0
142,Conv,8787,35148,0.04,0.43,102760448,102.76,2923.65,50.38
143,Conv,19398,77592,0.08,0.95,231211008,231.21,2979.83,51.35
144,Conv,8752,35008,0.04,0.43,102760448,102.76,2935.34,50.59
145,Add,3360,13440,0.01,0.16,0,0,0,0
146,Conv,8741,34964,0.03,0.43,102760448,102.76,2939.04,50.65
147,Conv,19386,77544,0.08,0.94,231211008,231.21,2981.68,51.38
148,Conv,8744,34976,0.03,0.43,102760448,102.76,2938.03,50.63
149,Add,3360,13440,0.01,0.16,0,0,0,0
150,Conv,8826,35304,0.04,0.43,102760448,102.76,2910.73,50.16
151,Conv,19403,77612,0.08,0.95,231211008,231.21,2979.06,51.34
152,Conv,8818,35272,0.04,0.43,102760448,102.76,2913.37,50.21
153,Add,3360,13440,0.01,0.16,0,0,0,0
154,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
155,Conv,19430,77720,0.08,0.95,231211008,231.21,2974.92,51.27
156,Conv,8737,34948,0.03,0.43,102760448,102.76,2940.38,50.67
157,Add,3360,13440,0.01,0.16,0,0,0,0
158,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
159,Conv,19353,77412,0.08,0.94,231211008,231.21,2986.76,51.47
160,Conv,8748,34992,0.03,0.43,102760448,102.76,2936.68,50.61
161,Add,3360,13440,0.01,0.16,0,0,0,0
162,Conv,8745,34980,0.03,0.43,102760448,102.76,2937.69,50.63
163,Conv,19388,77552,0.08,0.94,231211008,231.21,2981.37,51.38
164,Conv,8754,35016,0.04,0.43,102760448,102.76,2934.67,50.57
165,Add,3360,13440,0.01,0.16,0,0,0,0
166,Conv,8740,34960,0.03,0.43,102760448,102.76,2939.37,50.66
167,Conv,19395,77580,0.08,0.95,231211008,231.21,2980.29,51.36
168,Conv,8806,35224,0.04,0.43,102760448,102.76,2917.34,50.28
169,Add,3360,13440,0.01,0.16,0,0,0,0
170,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
171,Conv,19428,77712,0.08,0.95,231211008,231.21,2975.23,51.27
172,Conv,8743,34972,0.03,0.43,102760448,102.76,2938.36,50.64
173,Add,3360,13440,0.01,0.16,0,0,0,0
174,Conv,8744,34976,0.03,0.43,102760448,102.76,2938.03,50.63
175,Conv,19352,77408,0.08,0.94,231211008,231.21,2986.91,51.47
176,Conv,8743,34972,0.03,0.43,102760448,102.76,2938.36,50.64
177,Add,3360,13440,0.01,0.16,0,0,0,0
178,Conv,8745,34980,0.03,0.43,102760448,102.76,2937.69,50.63
179,Conv,19387,77548,0.08,0.94,231211008,231.21,2981.52,51.38
180,Conv,8747,34988,0.03,0.43,102760448,102.76,2937.02,50.62
181,Add,3360,13440,0.01,0.16,0,0,0,0
182,Conv,8745,34980,0.03,0.43,102760448,102.76,2937.69,50.63
183,Conv,19391,77564,0.08,0.94,231211008,231.21,2980.91,51.37
184,Conv,8738,34952,0.03,0.43,102760448,102.76,2940.04,50.67
185,Add,3360,13440,0.01,0.16,0,0,0,0
186,Conv,8742,34968,0.03,0.43,102760448,102.76,2938.70,50.64
187,Conv,19407,77628,0.08,0.95,231211008,231.21,2978.45,51.33
188,Conv,8818,35272,0.04,0.43,102760448,102.76,2913.37,50.21
189,Add,3360,13440,0.01,0.16,0,0,0,0
190,Conv,8739,34956,0.03,0.43,102760448,102.76,2939.71,50.66
191,Conv,19405,77620,0.08,0.95,231211008,231.21,2978.76,51.33
192,Conv,8745,34980,0.03,0.43,102760448,102.76,2937.69,50.63
193,Add,3360,13440,0.01,0.16,0,0,0,0
194,Conv,12660,50640,0.05,0.62,205520896,205.52,4058.47,69.94
195,Conv,8577,34308,0.03,0.42,51380224,51.38,1497.62,25.81
196,Conv,13299,53196,0.05,0.65,231211008,231.21,4346.40,74.90
197,Conv,6071,24284,0.02,0.30,102760448,102.76,4231.61,72.93
198,Add,2080,8320,0.01,0.10,0,0,0,0
199,Conv,6071,24284,0.02,0.30,102760448,102.76,4231.61,72.93
200,Conv,13299,53196,0.05,0.65,231211008,231.21,4346.40,74.90
201,Conv,6071,24284,0.02,0.30,102760448,102.76,4231.61,72.93
202,Add,2080,8320,0.01,0.10,0,0,0,0
203,Conv,6071,24284,0.02,0.30,102760448,102.76,4231.61,72.93
204,Conv,13300,53200,0.05,0.65,231211008,231.21,4346.07,74.90
205,Conv,6071,24284,0.02,0.30,102760448,102.76,4231.61,72.93
206,Add,2080,8320,0.01,0.10,0,0,0,0
207,AveragePool,50342,201368,0.20,2.45,0,0,0,0
208,Fc,33548,134192,0.13,1.63,4096000,4.10,30.52,95.39
